Epochs,Accuracy,F1-score,Loss,Categorical Accuracy,Precision,Recall,Conf Matrix,Classification Report,Precision (OOD),Recall (OOD),Conf Matrix (OOD),Classification Report (OOD)
250,0.2654320987654321,0.21932189770408533,1.4544357061386108,0.26923078298568726,0.26742935945063606,0.2654320987654321,"[[13  1 15  6  1]
 [ 3  1 26  0  0]
 [ 1  2 21  4  2]
 [17  0 12  7  0]
 [ 1  4 20  4  1]]","{'0': {'precision': 0.37142857142857144, 'recall': 0.3611111111111111, 'f1-score': 0.3661971830985915, 'support': 36.0}, '1': {'precision': 0.125, 'recall': 0.03333333333333333, 'f1-score': 0.052631578947368425, 'support': 30.0}, '2': {'precision': 0.22340425531914893, 'recall': 0.7, 'f1-score': 0.3387096774193548, 'support': 30.0}, '3': {'precision': 0.3333333333333333, 'recall': 0.19444444444444445, 'f1-score': 0.24561403508771928, 'support': 36.0}, '4': {'precision': 0.25, 'recall': 0.03333333333333333, 'f1-score': 0.058823529411764705, 'support': 30.0}, 'accuracy': 0.2654320987654321, 'macro avg': {'precision': 0.2606332320162107, 'recall': 0.2644444444444444, 'f1-score': 0.21239520079295976, 'support': 162.0}, 'weighted avg': {'precision': 0.26742935945063606, 'recall': 0.2654320987654321, 'f1-score': 0.21932189770408533, 'support': 162.0}}",0.18741935483870967,0.14,"[[ 4  0 26  0  0]
 [ 1  0 28  1  0]
 [ 0  1 17 12  0]
 [ 0  5 25  0  0]
 [ 0  2 28  0  0]]","{'0': {'precision': 0.8, 'recall': 0.13333333333333333, 'f1-score': 0.2285714285714286, 'support': 30.0}, '1': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 30.0}, '2': {'precision': 0.13709677419354838, 'recall': 0.5666666666666667, 'f1-score': 0.22077922077922077, 'support': 30.0}, '3': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 30.0}, '4': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 30.0}, 'accuracy': 0.14, 'macro avg': {'precision': 0.1874193548387097, 'recall': 0.13999999999999999, 'f1-score': 0.08987012987012988, 'support': 150.0}, 'weighted avg': {'precision': 0.18741935483870967, 'recall': 0.14, 'f1-score': 0.08987012987012986, 'support': 150.0}}"
250,0.19753086419753085,0.14419753086419754,1.6273581981658936,0.2230769246816635,0.12060778727445395,0.19753086419753085,"[[ 6  2  5  3 20]
 [12  5 10  1  2]
 [ 0 15  0  0 15]
 [20  0  4  0 12]
 [ 1  8  0  0 21]]","{'0': {'precision': 0.15384615384615385, 'recall': 0.16666666666666666, 'f1-score': 0.16, 'support': 36.0}, '1': {'precision': 0.16666666666666666, 'recall': 0.16666666666666666, 'f1-score': 0.16666666666666666, 'support': 30.0}, '2': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 30.0}, '3': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 36.0}, '4': {'precision': 0.3, 'recall': 0.7, 'f1-score': 0.42, 'support': 30.0}, 'accuracy': 0.19753086419753085, 'macro avg': {'precision': 0.12410256410256411, 'recall': 0.20666666666666664, 'f1-score': 0.14933333333333332, 'support': 162.0}, 'weighted avg': {'precision': 0.12060778727445395, 'recall': 0.19753086419753085, 'f1-score': 0.14419753086419754, 'support': 162.0}}",0.10069547938400397,0.21333333333333335,"[[ 0  1  0  5 24]
 [ 3  1  3  5 18]
 [ 0  4  0  0 26]
 [ 0  0  5  1 24]
 [ 0  0  0  0 30]]","{'0': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 30.0}, '1': {'precision': 0.16666666666666666, 'recall': 0.03333333333333333, 'f1-score': 0.05555555555555555, 'support': 30.0}, '2': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 30.0}, '3': {'precision': 0.09090909090909091, 'recall': 0.03333333333333333, 'f1-score': 0.04878048780487805, 'support': 30.0}, '4': {'precision': 0.2459016393442623, 'recall': 1.0, 'f1-score': 0.3947368421052631, 'support': 30.0}, 'accuracy': 0.21333333333333335, 'macro avg': {'precision': 0.10069547938400399, 'recall': 0.21333333333333332, 'f1-score': 0.09981457709313935, 'support': 150.0}, 'weighted avg': {'precision': 0.10069547938400397, 'recall': 0.21333333333333335, 'f1-score': 0.09981457709313935, 'support': 150.0}}"
300,0.47530864197530864,0.41635903196711516,1.2674415111541748,0.5384615659713745,0.5823196447170175,0.47530864197530864,"[[18 12  2  0  4]
 [ 4 22  1  0  3]
 [ 2  0 11  0 17]
 [18  5 12  1  0]
 [ 2  0  3  0 25]]","{'0': {'precision': 0.4090909090909091, 'recall': 0.5, 'f1-score': 0.45, 'support': 36.0}, '1': {'precision': 0.5641025641025641, 'recall': 0.7333333333333333, 'f1-score': 0.6376811594202899, 'support': 30.0}, '2': {'precision': 0.3793103448275862, 'recall': 0.36666666666666664, 'f1-score': 0.3728813559322034, 'support': 30.0}, '3': {'precision': 1.0, 'recall': 0.027777777777777776, 'f1-score': 0.05405405405405406, 'support': 36.0}, '4': {'precision': 0.5102040816326531, 'recall': 0.8333333333333334, 'f1-score': 0.6329113924050633, 'support': 30.0}, 'accuracy': 0.47530864197530864, 'macro avg': {'precision': 0.5725415799307425, 'recall': 0.4922222222222222, 'f1-score': 0.4295055923623222, 'support': 162.0}, 'weighted avg': {'precision': 0.5823196447170175, 'recall': 0.47530864197530864, 'f1-score': 0.41635903196711516, 'support': 162.0}}",0.4480248917748918,0.3933333333333333,"[[12 12  0  0  6]
 [ 5 17  0  0  8]
 [ 0  0  1  0 29]
 [16  2  0  0 12]
 [ 0  1  0  0 29]]","{'0': {'precision': 0.36363636363636365, 'recall': 0.4, 'f1-score': 0.380952380952381, 'support': 30.0}, '1': {'precision': 0.53125, 'recall': 0.5666666666666667, 'f1-score': 0.5483870967741935, 'support': 30.0}, '2': {'precision': 1.0, 'recall': 0.03333333333333333, 'f1-score': 0.06451612903225806, 'support': 30.0}, '3': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 30.0}, '4': {'precision': 0.34523809523809523, 'recall': 0.9666666666666667, 'f1-score': 0.5087719298245613, 'support': 30.0}, 'accuracy': 0.3933333333333333, 'macro avg': {'precision': 0.4480248917748918, 'recall': 0.39333333333333337, 'f1-score': 0.3005255073166787, 'support': 150.0}, 'weighted avg': {'precision': 0.4480248917748918, 'recall': 0.3933333333333333, 'f1-score': 0.30052550731667876, 'support': 150.0}}"
300,0.3765432098765432,0.3376902667225248,1.602813959121704,0.2769230902194977,0.3674585769980507,0.3765432098765432,"[[16  0  5  2 13]
 [10  0 11  1  8]
 [ 0  0 26  0  4]
 [10  0  6 16  4]
 [ 0  0 27  0  3]]","{'0': {'precision': 0.4444444444444444, 'recall': 0.4444444444444444, 'f1-score': 0.4444444444444444, 'support': 36.0}, '1': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 30.0}, '2': {'precision': 0.3466666666666667, 'recall': 0.8666666666666667, 'f1-score': 0.49523809523809526, 'support': 30.0}, '3': {'precision': 0.8421052631578947, 'recall': 0.4444444444444444, 'f1-score': 0.5818181818181818, 'support': 36.0}, '4': {'precision': 0.09375, 'recall': 0.1, 'f1-score': 0.09677419354838711, 'support': 30.0}, 'accuracy': 0.3765432098765432, 'macro avg': {'precision': 0.34539327485380117, 'recall': 0.3711111111111111, 'f1-score': 0.3236549830098217, 'support': 162.0}, 'weighted avg': {'precision': 0.3674585769980507, 'recall': 0.3765432098765432, 'f1-score': 0.3376902667225248, 'support': 162.0}}",0.19112857376500184,0.2733333333333333,"[[10  0 14  1  5]
 [12  0  2  4 12]
 [ 0  0 28  0  2]
 [12  0 10  2  6]
 [ 0  0 29  0  1]]","{'0': {'precision': 0.29411764705882354, 'recall': 0.3333333333333333, 'f1-score': 0.3125, 'support': 30.0}, '1': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 30.0}, '2': {'precision': 0.3373493975903614, 'recall': 0.9333333333333333, 'f1-score': 0.49557522123893805, 'support': 30.0}, '3': {'precision': 0.2857142857142857, 'recall': 0.06666666666666667, 'f1-score': 0.10810810810810811, 'support': 30.0}, '4': {'precision': 0.038461538461538464, 'recall': 0.03333333333333333, 'f1-score': 0.03571428571428572, 'support': 30.0}, 'accuracy': 0.2733333333333333, 'macro avg': {'precision': 0.19112857376500184, 'recall': 0.2733333333333333, 'f1-score': 0.19037952301226638, 'support': 150.0}, 'weighted avg': {'precision': 0.19112857376500184, 'recall': 0.2733333333333333, 'f1-score': 0.19037952301226638, 'support': 150.0}}"
300,0.3148148148148148,0.2767384310062961,1.737644910812378,0.35384616255760193,0.2935042102633667,0.3148148148148148,"[[ 6 15  6  7  2]
 [ 2 11 10  5  2]
 [ 0  2 24  1  3]
 [ 5 15  2 10  4]
 [ 0 10  9 11  0]]","{'0': {'precision': 0.46153846153846156, 'recall': 0.16666666666666666, 'f1-score': 0.2448979591836735, 'support': 36.0}, '1': {'precision': 0.20754716981132076, 'recall': 0.36666666666666664, 'f1-score': 0.26506024096385544, 'support': 30.0}, '2': {'precision': 0.47058823529411764, 'recall': 0.8, 'f1-score': 0.5925925925925927, 'support': 30.0}, '3': {'precision': 0.29411764705882354, 'recall': 0.2777777777777778, 'f1-score': 0.28571428571428575, 'support': 36.0}, '4': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 30.0}, 'accuracy': 0.3148148148148148, 'macro avg': {'precision': 0.2867583027405447, 'recall': 0.32222222222222224, 'f1-score': 0.27765301569088147, 'support': 162.0}, 'weighted avg': {'precision': 0.2935042102633667, 'recall': 0.3148148148148148, 'f1-score': 0.2767384310062961, 'support': 162.0}}",0.14434043867778806,0.25333333333333335,"[[ 5  1 20  4  0]
 [ 9  0 11 10  0]
 [ 0  0 30  0  0]
 [11  4  1  2 12]
 [ 0  0 21  8  1]]","{'0': {'precision': 0.2, 'recall': 0.16666666666666666, 'f1-score': 0.1818181818181818, 'support': 30.0}, '1': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 30.0}, '2': {'precision': 0.3614457831325301, 'recall': 1.0, 'f1-score': 0.5309734513274336, 'support': 30.0}, '3': {'precision': 0.08333333333333333, 'recall': 0.06666666666666667, 'f1-score': 0.07407407407407407, 'support': 30.0}, '4': {'precision': 0.07692307692307693, 'recall': 0.03333333333333333, 'f1-score': 0.046511627906976744, 'support': 30.0}, 'accuracy': 0.25333333333333335, 'macro avg': {'precision': 0.1443404386777881, 'recall': 0.25333333333333335, 'f1-score': 0.16667546702533323, 'support': 150.0}, 'weighted avg': {'precision': 0.14434043867778806, 'recall': 0.25333333333333335, 'f1-score': 0.16667546702533323, 'support': 150.0}}"
350,0.4444444444444444,0.3396770250936435,1.3611022233963013,0.4076923131942749,0.39706198649288077,0.4444444444444444,"[[31  1  2  0  2]
 [23  2  3  0  2]
 [ 0  0 11  0 19]
 [27  0  4  0  5]
 [ 1  0  1  0 28]]","{'0': {'precision': 0.3780487804878049, 'recall': 0.8611111111111112, 'f1-score': 0.5254237288135594, 'support': 36.0}, '1': {'precision': 0.6666666666666666, 'recall': 0.06666666666666667, 'f1-score': 0.1212121212121212, 'support': 30.0}, '2': {'precision': 0.5238095238095238, 'recall': 0.36666666666666664, 'f1-score': 0.4313725490196078, 'support': 30.0}, '3': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 36.0}, '4': {'precision': 0.5, 'recall': 0.9333333333333333, 'f1-score': 0.6511627906976745, 'support': 30.0}, 'accuracy': 0.4444444444444444, 'macro avg': {'precision': 0.4137049941927991, 'recall': 0.4455555555555556, 'f1-score': 0.3458342379485926, 'support': 162.0}, 'weighted avg': {'precision': 0.39706198649288077, 'recall': 0.4444444444444444, 'f1-score': 0.3396770250936435, 'support': 162.0}}",0.2207002457002457,0.36666666666666664,"[[24  0  0  0  6]
 [24  0  2  0  4]
 [ 0  1  4  0 25]
 [15  0  3  0 12]
 [ 1  0  2  0 27]]","{'0': {'precision': 0.375, 'recall': 0.8, 'f1-score': 0.5106382978723405, 'support': 30.0}, '1': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 30.0}, '2': {'precision': 0.36363636363636365, 'recall': 0.13333333333333333, 'f1-score': 0.1951219512195122, 'support': 30.0}, '3': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 30.0}, '4': {'precision': 0.36486486486486486, 'recall': 0.9, 'f1-score': 0.5192307692307692, 'support': 30.0}, 'accuracy': 0.36666666666666664, 'macro avg': {'precision': 0.22070024570024568, 'recall': 0.3666666666666667, 'f1-score': 0.24499820366452435, 'support': 150.0}, 'weighted avg': {'precision': 0.2207002457002457, 'recall': 0.36666666666666664, 'f1-score': 0.24499820366452435, 'support': 150.0}}"
350,0.48148148148148145,0.4271118971753715,1.3551084995269775,0.4615384638309479,0.48780886042766725,0.48148148148148145,"[[ 3 21  5  4  3]
 [ 1 26  1  0  2]
 [ 1  1 11 10  7]
 [ 0 17  4 11  4]
 [ 1  0  2  0 27]]","{'0': {'precision': 0.5, 'recall': 0.08333333333333333, 'f1-score': 0.14285714285714285, 'support': 36.0}, '1': {'precision': 0.4, 'recall': 0.8666666666666667, 'f1-score': 0.5473684210526316, 'support': 30.0}, '2': {'precision': 0.4782608695652174, 'recall': 0.36666666666666664, 'f1-score': 0.41509433962264153, 'support': 30.0}, '3': {'precision': 0.44, 'recall': 0.3055555555555556, 'f1-score': 0.36065573770491804, 'support': 36.0}, '4': {'precision': 0.627906976744186, 'recall': 0.9, 'f1-score': 0.7397260273972602, 'support': 30.0}, 'accuracy': 0.48148148148148145, 'macro avg': {'precision': 0.48923356926188066, 'recall': 0.5044444444444445, 'f1-score': 0.44114033372691885, 'support': 162.0}, 'weighted avg': {'precision': 0.48780886042766725, 'recall': 0.48148148148148145, 'f1-score': 0.4271118971753715, 'support': 162.0}}",0.24287581699346406,0.3333333333333333,"[[ 1 18  6  0  5]
 [ 1 20  3  1  5]
 [ 1  0  7  4 18]
 [ 1 13  0  0 16]
 [ 6  0  2  0 22]]","{'0': {'precision': 0.1, 'recall': 0.03333333333333333, 'f1-score': 0.05, 'support': 30.0}, '1': {'precision': 0.39215686274509803, 'recall': 0.6666666666666666, 'f1-score': 0.4938271604938271, 'support': 30.0}, '2': {'precision': 0.3888888888888889, 'recall': 0.23333333333333334, 'f1-score': 0.2916666666666667, 'support': 30.0}, '3': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 30.0}, '4': {'precision': 0.3333333333333333, 'recall': 0.7333333333333333, 'f1-score': 0.45833333333333326, 'support': 30.0}, 'accuracy': 0.3333333333333333, 'macro avg': {'precision': 0.24287581699346403, 'recall': 0.3333333333333333, 'f1-score': 0.2587654320987654, 'support': 150.0}, 'weighted avg': {'precision': 0.24287581699346406, 'recall': 0.3333333333333333, 'f1-score': 0.2587654320987654, 'support': 150.0}}"
350,0.35802469135802467,0.3643164936446382,1.618934988975525,0.33076924085617065,0.4192696826103527,0.35802469135802467,"[[ 9  2  1  7 17]
 [ 1  8  2  3 16]
 [ 0  0 24  1  5]
 [ 5  8  1 15  7]
 [ 0 11 17  0  2]]","{'0': {'precision': 0.6, 'recall': 0.25, 'f1-score': 0.35294117647058826, 'support': 36.0}, '1': {'precision': 0.27586206896551724, 'recall': 0.26666666666666666, 'f1-score': 0.2711864406779661, 'support': 30.0}, '2': {'precision': 0.5333333333333333, 'recall': 0.8, 'f1-score': 0.64, 'support': 30.0}, '3': {'precision': 0.5769230769230769, 'recall': 0.4166666666666667, 'f1-score': 0.48387096774193544, 'support': 36.0}, '4': {'precision': 0.0425531914893617, 'recall': 0.06666666666666667, 'f1-score': 0.051948051948051945, 'support': 30.0}, 'accuracy': 0.35802469135802467, 'macro avg': {'precision': 0.40573433414225785, 'recall': 0.36, 'f1-score': 0.35998932736770833, 'support': 162.0}, 'weighted avg': {'precision': 0.4192696826103527, 'recall': 0.35802469135802467, 'f1-score': 0.3643164936446382, 'support': 162.0}}",0.11914423740510696,0.18,"[[ 0  7  1  1 21]
 [ 2  3  1  0 24]
 [ 0  3 22  0  5]
 [ 3 16  0  0 11]
 [ 0  6 22  0  2]]","{'0': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 30.0}, '1': {'precision': 0.08571428571428572, 'recall': 0.1, 'f1-score': 0.09230769230769231, 'support': 30.0}, '2': {'precision': 0.4782608695652174, 'recall': 0.7333333333333333, 'f1-score': 0.5789473684210527, 'support': 30.0}, '3': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 30.0}, '4': {'precision': 0.031746031746031744, 'recall': 0.06666666666666667, 'f1-score': 0.04301075268817204, 'support': 30.0}, 'accuracy': 0.18, 'macro avg': {'precision': 0.11914423740510698, 'recall': 0.18, 'f1-score': 0.14285316268338338, 'support': 150.0}, 'weighted avg': {'precision': 0.11914423740510696, 'recall': 0.18, 'f1-score': 0.14285316268338338, 'support': 150.0}}"
400,0.3765432098765432,0.381724233430842,1.3661620616912842,0.3692307770252228,0.40305423516207833,0.3765432098765432,"[[11  1 15  9  0]
 [ 3  0 21  5  1]
 [ 0 16 13  1  0]
 [18  0  0 17  1]
 [ 0  6  2  2 20]]","{'0': {'precision': 0.34375, 'recall': 0.3055555555555556, 'f1-score': 0.3235294117647059, 'support': 36.0}, '1': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 30.0}, '2': {'precision': 0.2549019607843137, 'recall': 0.43333333333333335, 'f1-score': 0.32098765432098764, 'support': 30.0}, '3': {'precision': 0.5, 'recall': 0.4722222222222222, 'f1-score': 0.4857142857142857, 'support': 36.0}, '4': {'precision': 0.9090909090909091, 'recall': 0.6666666666666666, 'f1-score': 0.7692307692307692, 'support': 30.0}, 'accuracy': 0.3765432098765432, 'macro avg': {'precision': 0.40154857397504456, 'recall': 0.37555555555555553, 'f1-score': 0.3798924242061497, 'support': 162.0}, 'weighted avg': {'precision': 0.40305423516207833, 'recall': 0.3765432098765432, 'f1-score': 0.381724233430842, 'support': 162.0}}",0.23025362318840578,0.25333333333333335,"[[ 1  0 18  5  6]
 [ 3  3 15  4  5]
 [ 0  4  6 11  9]
 [ 4  0  2 12 12]
 [ 0  9  5  0 16]]","{'0': {'precision': 0.125, 'recall': 0.03333333333333333, 'f1-score': 0.052631578947368425, 'support': 30.0}, '1': {'precision': 0.1875, 'recall': 0.1, 'f1-score': 0.13043478260869568, 'support': 30.0}, '2': {'precision': 0.13043478260869565, 'recall': 0.2, 'f1-score': 0.15789473684210528, 'support': 30.0}, '3': {'precision': 0.375, 'recall': 0.4, 'f1-score': 0.38709677419354843, 'support': 30.0}, '4': {'precision': 0.3333333333333333, 'recall': 0.5333333333333333, 'f1-score': 0.4102564102564102, 'support': 30.0}, 'accuracy': 0.25333333333333335, 'macro avg': {'precision': 0.2302536231884058, 'recall': 0.2533333333333333, 'f1-score': 0.22766285656962557, 'support': 150.0}, 'weighted avg': {'precision': 0.23025362318840578, 'recall': 0.25333333333333335, 'f1-score': 0.22766285656962562, 'support': 150.0}}"
400,0.43209876543209874,0.38750709632198777,1.2402348518371582,0.42307692766189575,0.38257338947876035,0.43209876543209874,"[[ 7  5  6 18  0]
 [ 9  5  8  8  0]
 [ 0  4  5  0 21]
 [ 5  3  0 28  0]
 [ 0  0  4  1 25]]","{'0': {'precision': 0.3333333333333333, 'recall': 0.19444444444444445, 'f1-score': 0.24561403508771928, 'support': 36.0}, '1': {'precision': 0.29411764705882354, 'recall': 0.16666666666666666, 'f1-score': 0.21276595744680848, 'support': 30.0}, '2': {'precision': 0.21739130434782608, 'recall': 0.16666666666666666, 'f1-score': 0.18867924528301885, 'support': 30.0}, '3': {'precision': 0.509090909090909, 'recall': 0.7777777777777778, 'f1-score': 0.6153846153846153, 'support': 36.0}, '4': {'precision': 0.5434782608695652, 'recall': 0.8333333333333334, 'f1-score': 0.6578947368421053, 'support': 30.0}, 'accuracy': 0.43209876543209874, 'macro avg': {'precision': 0.3794822909400914, 'recall': 0.42777777777777776, 'f1-score': 0.3840677180088535, 'support': 162.0}, 'weighted avg': {'precision': 0.38257338947876035, 'recall': 0.43209876543209874, 'f1-score': 0.38750709632198777, 'support': 162.0}}",0.315952380952381,0.24,"[[18  5  7  0  0]
 [ 7  5 10  1  7]
 [ 9  1  0  0 20]
 [16 10  0  4  0]
 [ 6  3 12  0  9]]","{'0': {'precision': 0.32142857142857145, 'recall': 0.6, 'f1-score': 0.41860465116279066, 'support': 30.0}, '1': {'precision': 0.20833333333333334, 'recall': 0.16666666666666666, 'f1-score': 0.1851851851851852, 'support': 30.0}, '2': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 30.0}, '3': {'precision': 0.8, 'recall': 0.13333333333333333, 'f1-score': 0.2285714285714286, 'support': 30.0}, '4': {'precision': 0.25, 'recall': 0.3, 'f1-score': 0.2727272727272727, 'support': 30.0}, 'accuracy': 0.24, 'macro avg': {'precision': 0.315952380952381, 'recall': 0.24, 'f1-score': 0.22101770752933544, 'support': 150.0}, 'weighted avg': {'precision': 0.315952380952381, 'recall': 0.24, 'f1-score': 0.22101770752933542, 'support': 150.0}}"
400,0.21604938271604937,0.221022587289918,1.6318888664245605,0.1846153885126114,0.3059071729957806,0.21604938271604937,"[[10  1  3 22  0]
 [ 5  1  0 24  0]
 [10  1  8 11  0]
 [12  8  4 10  2]
 [ 5  1  6 12  6]]","{'0': {'precision': 0.23809523809523808, 'recall': 0.2777777777777778, 'f1-score': 0.25641025641025644, 'support': 36.0}, '1': {'precision': 0.08333333333333333, 'recall': 0.03333333333333333, 'f1-score': 0.04761904761904761, 'support': 30.0}, '2': {'precision': 0.38095238095238093, 'recall': 0.26666666666666666, 'f1-score': 0.3137254901960784, 'support': 30.0}, '3': {'precision': 0.12658227848101267, 'recall': 0.2777777777777778, 'f1-score': 0.1739130434782609, 'support': 36.0}, '4': {'precision': 0.75, 'recall': 0.2, 'f1-score': 0.31578947368421056, 'support': 30.0}, 'accuracy': 0.21604938271604937, 'macro avg': {'precision': 0.315792646172393, 'recall': 0.2111111111111111, 'f1-score': 0.22149146227757077, 'support': 162.0}, 'weighted avg': {'precision': 0.3059071729957806, 'recall': 0.21604938271604937, 'f1-score': 0.221022587289918, 'support': 162.0}}",0.3354359925788497,0.22,"[[ 3  0  0 24  3]
 [ 1  2  0 25  2]
 [11  0  0 15  4]
 [ 3  0  0 18  9]
 [ 4  0  0 16 10]]","{'0': {'precision': 0.13636363636363635, 'recall': 0.1, 'f1-score': 0.11538461538461538, 'support': 30.0}, '1': {'precision': 1.0, 'recall': 0.06666666666666667, 'f1-score': 0.125, 'support': 30.0}, '2': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 30.0}, '3': {'precision': 0.1836734693877551, 'recall': 0.6, 'f1-score': 0.28125, 'support': 30.0}, '4': {'precision': 0.35714285714285715, 'recall': 0.3333333333333333, 'f1-score': 0.3448275862068965, 'support': 30.0}, 'accuracy': 0.22, 'macro avg': {'precision': 0.3354359925788497, 'recall': 0.21999999999999997, 'f1-score': 0.1732924403183024, 'support': 150.0}, 'weighted avg': {'precision': 0.3354359925788497, 'recall': 0.22, 'f1-score': 0.17329244031830238, 'support': 150.0}}"
450,0.41975308641975306,0.40469450855023004,1.4668514728546143,0.38461539149284363,0.4701236129656961,0.41975308641975306,"[[14  0  1 14  7]
 [16  6  0  4  4]
 [ 0  1  9 14  6]
 [ 1  2  3 25  5]
 [ 0  0  5 11 14]]","{'0': {'precision': 0.45161290322580644, 'recall': 0.3888888888888889, 'f1-score': 0.417910447761194, 'support': 36.0}, '1': {'precision': 0.6666666666666666, 'recall': 0.2, 'f1-score': 0.30769230769230765, 'support': 30.0}, '2': {'precision': 0.5, 'recall': 0.3, 'f1-score': 0.37499999999999994, 'support': 30.0}, '3': {'precision': 0.36764705882352944, 'recall': 0.6944444444444444, 'f1-score': 0.48076923076923084, 'support': 36.0}, '4': {'precision': 0.3888888888888889, 'recall': 0.4666666666666667, 'f1-score': 0.42424242424242425, 'support': 30.0}, 'accuracy': 0.41975308641975306, 'macro avg': {'precision': 0.47496310352097826, 'recall': 0.41, 'f1-score': 0.4011228820930313, 'support': 162.0}, 'weighted avg': {'precision': 0.4701236129656961, 'recall': 0.41975308641975306, 'f1-score': 0.40469450855023004, 'support': 162.0}}",0.33829489867225715,0.37333333333333335,"[[16  4  4  0  6]
 [19  5  2  0  4]
 [ 0  0 17  0 13]
 [18  0  0  0 12]
 [ 1  0 11  0 18]]","{'0': {'precision': 0.2962962962962963, 'recall': 0.5333333333333333, 'f1-score': 0.38095238095238093, 'support': 30.0}, '1': {'precision': 0.5555555555555556, 'recall': 0.16666666666666666, 'f1-score': 0.2564102564102564, 'support': 30.0}, '2': {'precision': 0.5, 'recall': 0.5666666666666667, 'f1-score': 0.53125, 'support': 30.0}, '3': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 30.0}, '4': {'precision': 0.33962264150943394, 'recall': 0.6, 'f1-score': 0.4337349397590361, 'support': 30.0}, 'accuracy': 0.37333333333333335, 'macro avg': {'precision': 0.33829489867225715, 'recall': 0.37333333333333335, 'f1-score': 0.3204695154243347, 'support': 150.0}, 'weighted avg': {'precision': 0.33829489867225715, 'recall': 0.37333333333333335, 'f1-score': 0.32046951542433466, 'support': 150.0}}"
450,0.25925925925925924,0.23783313951175472,1.4080802202224731,0.2846153974533081,0.26800353727636395,0.25925925925925924,"[[ 4  4  6 22  0]
 [ 4  8  4 12  2]
 [27  0  1  0  2]
 [ 1  2  0 26  7]
 [23  0  2  2  3]]","{'0': {'precision': 0.06779661016949153, 'recall': 0.1111111111111111, 'f1-score': 0.08421052631578949, 'support': 36.0}, '1': {'precision': 0.5714285714285714, 'recall': 0.26666666666666666, 'f1-score': 0.36363636363636365, 'support': 30.0}, '2': {'precision': 0.07692307692307693, 'recall': 0.03333333333333333, 'f1-score': 0.046511627906976744, 'support': 30.0}, '3': {'precision': 0.41935483870967744, 'recall': 0.7222222222222222, 'f1-score': 0.5306122448979592, 'support': 36.0}, '4': {'precision': 0.21428571428571427, 'recall': 0.1, 'f1-score': 0.13636363636363638, 'support': 30.0}, 'accuracy': 0.25925925925925924, 'macro avg': {'precision': 0.2699577623033063, 'recall': 0.24666666666666667, 'f1-score': 0.23226687982414512, 'support': 162.0}, 'weighted avg': {'precision': 0.26800353727636395, 'recall': 0.25925925925925924, 'f1-score': 0.23783313951175472, 'support': 162.0}}",0.17570543690972518,0.18,"[[ 6 10  7  6  1]
 [ 5 11  6  8  0]
 [27  0  1  2  0]
 [12  7  2  9  0]
 [23  0  7  0  0]]","{'0': {'precision': 0.0821917808219178, 'recall': 0.2, 'f1-score': 0.11650485436893203, 'support': 30.0}, '1': {'precision': 0.39285714285714285, 'recall': 0.36666666666666664, 'f1-score': 0.3793103448275862, 'support': 30.0}, '2': {'precision': 0.043478260869565216, 'recall': 0.03333333333333333, 'f1-score': 0.03773584905660378, 'support': 30.0}, '3': {'precision': 0.36, 'recall': 0.3, 'f1-score': 0.3272727272727273, 'support': 30.0}, '4': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 30.0}, 'accuracy': 0.18, 'macro avg': {'precision': 0.17570543690972518, 'recall': 0.18, 'f1-score': 0.17216475510516988, 'support': 150.0}, 'weighted avg': {'precision': 0.17570543690972518, 'recall': 0.18, 'f1-score': 0.17216475510516985, 'support': 150.0}}"
